Data;Cota;Fator Acumulado CDI
2017-12-04;1,42704451;1,41308515
2017-12-05;1,42439190;1,41348500
2017-12-06;1,42108808;1,41388497
2017-12-07;1,42204299;1,41428505
2017-12-08;1,42396236;1,41465904
2017-12-11;1,42466854;1,41503313
2017-12-12;1,41992206;1,41540732
2017-12-13;1,41464136;1,41578161
2017-12-14;1,41404114;1,41615600
2017-12-15;1,41282650;1,41653049
2017-12-18;1,40839383;1,41690508
2017-12-19;1,40965998;1,41727977
2017-12-20;1,40783424;1,41765456
2017-12-21;1,41329807;1,41802944
2017-12-22;1,41112944;1,41840442
2017-12-26;1,41431325;1,41877950
2017-12-27;1,41182012;1,41915468
2017-12-28;1,41402833;1,41952996
2017-12-29;1,41426956;1,41990534
2018-01-02;1,41816950;1,42028082
2018-01-03;1,42140524;1,42065640
2018-01-04;1,41886310;1,42103208
2018-01-05;1,42086328;1,42140786
2018-01-08;1,41891610;1,42178374
2018-01-09;1,41675134;1,42215972
2018-01-10;1,41796751;1,42253580
2018-01-11;1,42204638;1,42291198
2018-01-12;1,41953229;1,42328825
2018-01-15;1,41907066;1,42366462
2018-01-16;1,42287557;1,42404109
2018-01-17;1,42971843;1,42441766
2018-01-18;1,42444469;1,42479433
2018-01-19;1,42487626;1,42517110
2018-01-22;1,42477866;1,42554797
2018-01-23;1,41890916;1,42592494
2018-01-24;1,42650171;1,42630201
2018-01-25;1,42674174;1,42667918
2018-01-26;1,43438470;1,42705645
2018-01-29;1,43430788;1,42743382
2018-01-30;1,42982580;1,42781129
2018-01-31;1,43669827;1,42818886
2018-02-01;1,44981467;1,42856653
2018-02-02;1,44803965;1,42894430
2018-02-05;1,44769980;1,42932217
2018-02-06;1,44313614;1,42970014
2018-02-07;1,44625641;1,43007821
2018-02-08;1,44989566;1,43045638
2018-02-09;1,44299096;1,43082135
2018-02-14;1,43930515;1,43118642
2018-02-15;1,43969966;1,43155158
2018-02-16;1,43626672;1,43191683
2018-02-19;1,43975545;1,43228218
2018-02-20;1,44066012;1,43264762
2018-02-21;1,43876078;1,43301315
2018-02-22;1,44436857;1,43337878
2018-02-23;1,44530099;1,43374450
2018-02-26;1,44510194;1,43411031
2018-02-27;1,44756799;1,43447622
2018-02-28;1,45483386;1,43484222
2018-03-01;1,45109571;1,43520831
2018-03-02;1,45522264;1,43557450
2018-03-05;1,46114659;1,43594078
2018-03-06;1,46104629;1,43630715
2018-03-07;1,46325655;1,43667362
2018-03-08;1,46195129;1,43704018
2018-03-09;1,46255607;1,43740683
2018-03-12;1,46216638;1,43777358
2018-03-13;1,46157223;1,43814042
2018-03-14;1,46203013;1,43850736
2018-03-15;1,45984454;1,43887439
2018-03-16;1,45332343;1,43924151
2018-03-19;1,45931131;1,43960873
2018-03-20;1,45809068;1,43997604
2018-03-21;1,45660688;1,44034344
2018-03-22;1,46746725;1,44071094
2018-03-23;1,46055862;1,44106511
2018-03-26;1,45759062;1,44141937
2018-03-27;1,46027650;1,44177371
2018-03-28;1,45749640;1,44212814
2018-03-29;1,45573979;1,44248266
2018-04-02;1,45287859;1,44283726
2018-04-03;1,44999603;1,44319195
2018-04-04;1,44940463;1,44354673
2018-04-05;1,45006799;1,44390160
2018-04-06;1,45052161;1,44425655
2018-04-09;1,45515503;1,44461159
2018-04-10;1,44841135;1,44496672
2018-04-11;1,43760871;1,44532194
2018-04-12;1,43936078;1,44567724
2018-04-13;1,44257763;1,44603263
2018-04-16;1,44155976;1,44638811
2018-04-17;1,43830727;1,44674367
2018-04-18;1,43622863;1,44709932
2018-04-19;1,43706602;1,44745506
2018-04-20;1,43619027;1,44781089
2018-04-23;1,44177425;1,44816680
2018-04-24;1,43822953;1,44852280
2018-04-25;1,44112782;1,44887889
2018-04-26;1,44030718;1,44923507
2018-04-27;1,44139707;1,44959133
2018-04-30;1,44424504;1,44994768
2018-05-02;1,43851692;1,45030412
2018-05-03;1,43873205;1,45066065
2018-05-04;1,44704996;1,45101727
2018-05-07;1,44331028;1,45137397
2018-05-08;1,43213149;1,45173076
2018-05-09;1,42304493;1,45208764
2018-05-10;1,42374070;1,45244461
2018-05-11;1,42217773;1,45280166
2018-05-14;1,42477918;1,45315880
2018-05-15;1,42936445;1,45351603
2018-05-16;1,42888603;1,45387335
2018-05-17;1,42904507;1,45423075
2018-05-18;1,42844236;1,45458824
2018-05-21;1,42863547;1,45494582
2018-05-22;1,43563781;1,45530349
2018-05-23;1,43529616;1,45566125
2018-05-24;1,43609928;1,45601909
2018-05-25;1,43631901;1,45637702
2018-05-28;1,42685755;1,45673504
2018-05-29;1,42695656;1,45709315
2018-05-30;1,42744640;1,45745135
2018-06-01;1,44068615;1,45780963
2018-06-04;1,44114012;1,45816800
2018-06-05;1,44020715;1,45852646
2018-06-06;1,44015246;1,45888501
2018-06-07;1,44037492;1,45924365
2018-06-08;1,46078751;1,45960238
2018-06-11;1,46274187;1,45996119
2018-06-12;1,46503330;1,46032009
2018-06-13;1,46521321;1,46067908
2018-06-14;1,46538908;1,46103816
2018-06-15;1,46555708;1,46139733
2018-06-18;1,46572424;1,46175658
2018-06-19;1,47482769;1,46211592
2018-06-20;1,47198961;1,46247535
2018-06-21;1,46053923;1,46283487
2018-06-22;1,46074126;1,46319448
2018-06-25;1,46107851;1,46355418
2018-06-26;1,46141525;1,46391396
2018-06-27;1,46199110;1,46427383
2018-06-28;1,46276036;1,46463379
2018-06-29;1,46292807;1,46499384
